time,Fx,Fy,Fz,Tx,Ty,Tz
50.25400000,-1.07442831,0.47344542,2.61512327,-0.03383114,0.02184482,-0.01151024
50.25600000,-1.04481132,0.48093590,2.60827517,-0.03328991,0.02178769,-0.01168144
50.25800000,-1.04221986,0.48652830,2.59013246,-0.03314488,0.02163711,-0.01181385
50.26000000,-1.03630634,0.50699686,2.54845462,-0.03269942,0.02129140,-0.01229786
50.26200000,-1.02483277,0.50869801,2.55234396,-0.03198745,0.02132132,-0.01232922
50.26400000,-1.00009111,0.51258618,2.48781564,-0.03189082,0.02078678,-0.01242421
50.26600000,-1.00332641,0.51044504,2.48834437,-0.03140252,0.02078875,-0.01236756
50.26800000,-0.97376970,0.52671057,2.45891666,-0.03114552,0.02054621,-0.01275232
50.27000000,-0.96435675,0.52710529,2.45616803,-0.03043306,0.02052082,-0.01275314
50.27200000,-0.94648625,0.53631823,2.42109078,-0.02977821,0.02022852,-0.01296625
50.27400000,-0.91707822,0.53893112,2.40165869,-0.02924537,0.02006652,-0.01302247
50.27600000,-0.91323136,0.52712394,2.38406538,-0.02907629,0.01991888,-0.01274086
50.27800000,-0.90535021,0.53971704,2.35115307,-0.02844842,0.01964452,-0.01303481
50.28000000,-0.87994079,0.53931952,2.29464970,-0.02787138,0.01917418,-0.01302162
50.28200000,-0.87656968,0.55475966,2.30175341,-0.02751582,0.01923318,-0.01338387
50.28400000,-0.83458084,0.55958479,2.26201367,-0.02681097,0.01890267,-0.01349166
50.28600000,-0.83765877,0.56578423,2.21278493,-0.02651599,0.01849322,-0.01363903
50.28800000,-0.81633992,0.56357820,2.18725301,-0.02587986,0.01827935,-0.01358013
50.29000000,-0.79150067,0.56340244,2.15104479,-0.02558896,0.01797868,-0.01357423
50.29200000,-0.79506867,0.57865186,2.13761170,-0.02464332,0.01786438,-0.01392657
50.29400000,-0.76672539,0.57152789,2.10308075,-0.02446408,0.01757763,-0.01375658
50.29600000,-0.75889074,0.57953004,2.07123222,-0.02374476,0.01731130,-0.01394023
50.29800000,-0.74318508,0.58759370,2.03970381,-0.02313562,0.01704845,-0.01412639
50.30000000,-0.73415530,0.58697132,1.98582507,-0.02267649,0.01659964,-0.01410958
50.30200000,-0.71296878,0.58009112,1.95793519,-0.02199809,0.01636558,-0.01393922
50.30400000,-0.71774305,0.58104970,1.93384956,-0.02136230,0.01616283,-0.01395626
50.30600000,-0.69072057,0.58178285,1.88048396,-0.02102866,0.01571975,-0.01397258
50.30800000,-0.67003790,0.59731864,1.86474634,-0.02007529,0.01558740,-0.01433104
50.31000000,-0.67337537,0.61248724,1.80650731,-0.02015844,0.01510559,-0.01469677
50.31200000,-0.64414642,0.60323905,1.76930224,-0.01944986,0.01479424,-0.01447016
50.31400000,-0.63209323,0.60719421,1.76257096,-0.01849524,0.01473520,-0.01455293
50.31600000,-0.62588890,0.61880688,1.69866679,-0.01879433,0.01420739,-0.01483679
50.31800000,-0.61018835,0.60855302,1.67143272,-0.01772252,0.01397655,-0.01458167
50.32000000,-0.57901451,0.60751151,1.64263286,-0.01724774,0.01373680,-0.01455230
50.32200000,-0.57623350,0.60783811,1.58476752,-0.01692331,0.01325527,-0.01456012
50.32400000,-0.55574028,0.59638529,1.56801054,-0.01649027,0.01311423,-0.01428322
50.32600000,-0.54707080,0.61351404,1.52058281,-0.01556934,0.01271859,-0.01468250
50.32800000,-0.53918676,0.59242171,1.49510993,-0.01517783,0.01250393,-0.01417791
50.33000000,-0.52993703,0.58474195,1.42927716,-0.01443919,0.01195407,-0.01399082
50.33200000,-0.51789726,0.57240464,1.37463929,-0.01424319,0.01149915,-0.01369858
50.33400000,-0.49744135,0.55624069,1.35214183,-0.01372018,0.01130964,-0.01330901
50.33600000,-0.49370902,0.56658148,1.32636641,-0.01308687,0.01109411,-0.01354899
50.33800000,-0.48535212,0.55192726,1.26875708,-0.01264548,0.01061310,-0.01319908
50.34000000,-0.46074739,0.53801561,1.23912272,-0.01212792,0.01036477,-0.01286348
50.34200000,-0.47598463,0.52812840,1.19990211,-0.01144295,0.01003472,-0.01262346
50.34400000,-0.44560883,0.51747953,1.15946437,-0.01117572,0.00969835,-0.01236897
50.34600000,-0.42824183,0.51945000,1.11227619,-0.01062884,0.00930531,-0.01241204
50.34800000,-0.41230591,0.49846544,1.08716264,-0.01025065,0.00909406,-0.01190991
50.35000000,-0.41981366,0.48408574,1.05270844,-0.00963210,0.00880380,-0.01156330
50.35200000,-0.40941658,0.48019719,1.01660058,-0.00941883,0.00850330,-0.01147050
50.35400000,-0.37912662,0.46946509,0.97274109,-0.00920078,0.00813872,-0.01121486
50.35600000,-0.37247014,0.46800772,0.94278479,-0.00887977,0.00788888,-0.01117826
50.35800000,-0.35742560,0.45789238,0.93242412,-0.00814329,0.00779950,-0.01092928
50.36000000,-0.34109295,0.44833441,0.89790568,-0.00784990,0.00751161,-0.01070044
50.36200000,-0.34332343,0.43504671,0.86669047,-0.00767517,0.00725046,-0.01038469
50.36400000,-0.32677237,0.43284209,0.85443054,-0.00741688,0.00714815,-0.01032954
50.36600000,-0.30316698,0.41873605,0.82798259,-0.00743136,0.00692847,-0.00999546
50.36800000,-0.28614767,0.40984391,0.82083814,-0.00674455,0.00686620,-0.00977586
50.37000000,-0.27806641,0.39777632,0.78305090,-0.00648973,0.00655074,-0.00948830
